name,label,dataset,full_path,speaker
Angry\0003_000635.wav,angry,esd,ESD/ESV\Angry\0003_000635.wav,3.0
Angry\0003_000636.wav,angry,esd,ESD/ESV\Angry\0003_000636.wav,3.0
Angry\0003_000637.wav,angry,esd,ESD/ESV\Angry\0003_000637.wav,3.0
Angry\0003_000638.wav,angry,esd,ESD/ESV\Angry\0003_000638.wav,3.0
Angry\0003_000639.wav,angry,esd,ESD/ESV\Angry\0003_000639.wav,3.0
Angry\0003_000640.wav,angry,esd,ESD/ESV\Angry\0003_000640.wav,3.0
Angry\0003_000641.wav,angry,esd,ESD/ESV\Angry\0003_000641.wav,3.0
Angry\0003_000642.wav,angry,esd,ESD/ESV\Angry\0003_000642.wav,3.0
Angry\0003_000643.wav,angry,esd,ESD/ESV\Angry\0003_000643.wav,3.0
Angry\0003_000644.wav,angry,esd,ESD/ESV\Angry\0003_000644.wav,3.0
Angry\0003_000645.wav,angry,esd,ESD/ESV\Angry\0003_000645.wav,3.0
Angry\0003_000646.wav,angry,esd,ESD/ESV\Angry\0003_000646.wav,3.0
Angry\0003_000647.wav,angry,esd,ESD/ESV\Angry\0003_000647.wav,3.0
Angry\0003_000648.wav,angry,esd,ESD/ESV\Angry\0003_000648.wav,3.0
Angry\0003_000649.wav,angry,esd,ESD/ESV\Angry\0003_000649.wav,3.0
Angry\0003_000650.wav,angry,esd,ESD/ESV\Angry\0003_000650.wav,3.0
Angry\0003_000651.wav,angry,esd,ESD/ESV\Angry\0003_000651.wav,3.0
Angry\0003_000652.wav,angry,esd,ESD/ESV\Angry\0003_000652.wav,3.0
Angry\0003_000653.wav,angry,esd,ESD/ESV\Angry\0003_000653.wav,3.0
Angry\0003_000654.wav,angry,esd,ESD/ESV\Angry\0003_000654.wav,3.0
Angry\0003_000655.wav,angry,esd,ESD/ESV\Angry\0003_000655.wav,3.0
Angry\0003_000656.wav,angry,esd,ESD/ESV\Angry\0003_000656.wav,3.0
Angry\0003_000657.wav,angry,esd,ESD/ESV\Angry\0003_000657.wav,3.0
Angry\0003_000658.wav,angry,esd,ESD/ESV\Angry\0003_000658.wav,3.0
Angry\0003_000659.wav,angry,esd,ESD/ESV\Angry\0003_000659.wav,3.0
Angry\0003_000660.wav,angry,esd,ESD/ESV\Angry\0003_000660.wav,3.0
Angry\0003_000661.wav,angry,esd,ESD/ESV\Angry\0003_000661.wav,3.0
Angry\0003_000662.wav,angry,esd,ESD/ESV\Angry\0003_000662.wav,3.0
Angry\0003_000663.wav,angry,esd,ESD/ESV\Angry\0003_000663.wav,3.0
Angry\0003_000664.wav,angry,esd,ESD/ESV\Angry\0003_000664.wav,3.0
Angry\0003_000665.wav,angry,esd,ESD/ESV\Angry\0003_000665.wav,3.0
Angry\0003_000666.wav,angry,esd,ESD/ESV\Angry\0003_000666.wav,3.0
Angry\0003_000667.wav,angry,esd,ESD/ESV\Angry\0003_000667.wav,3.0
Angry\0003_000668.wav,angry,esd,ESD/ESV\Angry\0003_000668.wav,3.0
Angry\0003_000669.wav,angry,esd,ESD/ESV\Angry\0003_000669.wav,3.0
Angry\0003_000670.wav,angry,esd,ESD/ESV\Angry\0003_000670.wav,3.0
Angry\0003_000671.wav,angry,esd,ESD/ESV\Angry\0003_000671.wav,3.0
Angry\0003_000672.wav,angry,esd,ESD/ESV\Angry\0003_000672.wav,3.0
Angry\0003_000673.wav,angry,esd,ESD/ESV\Angry\0003_000673.wav,3.0
Angry\0003_000674.wav,angry,esd,ESD/ESV\Angry\0003_000674.wav,3.0
Angry\0003_000675.wav,angry,esd,ESD/ESV\Angry\0003_000675.wav,3.0
Angry\0003_000676.wav,angry,esd,ESD/ESV\Angry\0003_000676.wav,3.0
Angry\0003_000677.wav,angry,esd,ESD/ESV\Angry\0003_000677.wav,3.0
Angry\0003_000678.wav,angry,esd,ESD/ESV\Angry\0003_000678.wav,3.0
Angry\0003_000679.wav,angry,esd,ESD/ESV\Angry\0003_000679.wav,3.0
Angry\0003_000680.wav,angry,esd,ESD/ESV\Angry\0003_000680.wav,3.0
Angry\0003_000681.wav,angry,esd,ESD/ESV\Angry\0003_000681.wav,3.0
Angry\0003_000682.wav,angry,esd,ESD/ESV\Angry\0003_000682.wav,3.0
Angry\0003_000683.wav,angry,esd,ESD/ESV\Angry\0003_000683.wav,3.0
Angry\0003_000684.wav,angry,esd,ESD/ESV\Angry\0003_000684.wav,3.0
Angry\0003_000685.wav,angry,esd,ESD/ESV\Angry\0003_000685.wav,3.0
Angry\0003_000686.wav,angry,esd,ESD/ESV\Angry\0003_000686.wav,3.0
Angry\0003_000687.wav,angry,esd,ESD/ESV\Angry\0003_000687.wav,3.0
Angry\0003_000688.wav,angry,esd,ESD/ESV\Angry\0003_000688.wav,3.0
Angry\0003_000689.wav,angry,esd,ESD/ESV\Angry\0003_000689.wav,3.0
Angry\0003_000690.wav,angry,esd,ESD/ESV\Angry\0003_000690.wav,3.0
Angry\0003_000691.wav,angry,esd,ESD/ESV\Angry\0003_000691.wav,3.0
Angry\0003_000692.wav,angry,esd,ESD/ESV\Angry\0003_000692.wav,3.0
Angry\0003_000693.wav,angry,esd,ESD/ESV\Angry\0003_000693.wav,3.0
Angry\0003_000694.wav,angry,esd,ESD/ESV\Angry\0003_000694.wav,3.0
Angry\0003_000695.wav,angry,esd,ESD/ESV\Angry\0003_000695.wav,3.0
Angry\0003_000696.wav,angry,esd,ESD/ESV\Angry\0003_000696.wav,3.0
Angry\0003_000697.wav,angry,esd,ESD/ESV\Angry\0003_000697.wav,3.0
Angry\0003_000698.wav,angry,esd,ESD/ESV\Angry\0003_000698.wav,3.0
Angry\0003_000699.wav,angry,esd,ESD/ESV\Angry\0003_000699.wav,3.0
Angry\0003_000700.wav,angry,esd,ESD/ESV\Angry\0003_000700.wav,3.0
Happy\0003_000701.wav,happy,esd,ESD/ESV\Happy\0003_000701.wav,3.0
Happy\0003_000702.wav,happy,esd,ESD/ESV\Happy\0003_000702.wav,3.0
Happy\0003_000703.wav,happy,esd,ESD/ESV\Happy\0003_000703.wav,3.0
Happy\0003_000704.wav,happy,esd,ESD/ESV\Happy\0003_000704.wav,3.0
Happy\0003_000705.wav,happy,esd,ESD/ESV\Happy\0003_000705.wav,3.0
Happy\0003_000706.wav,happy,esd,ESD/ESV\Happy\0003_000706.wav,3.0
Happy\0003_000707.wav,happy,esd,ESD/ESV\Happy\0003_000707.wav,3.0
Happy\0003_000708.wav,happy,esd,ESD/ESV\Happy\0003_000708.wav,3.0
Happy\0003_000709.wav,happy,esd,ESD/ESV\Happy\0003_000709.wav,3.0
Happy\0003_000710.wav,happy,esd,ESD/ESV\Happy\0003_000710.wav,3.0
Happy\0003_000711.wav,happy,esd,ESD/ESV\Happy\0003_000711.wav,3.0
Happy\0003_000712.wav,happy,esd,ESD/ESV\Happy\0003_000712.wav,3.0
Happy\0003_000713.wav,happy,esd,ESD/ESV\Happy\0003_000713.wav,3.0
Happy\0003_000714.wav,happy,esd,ESD/ESV\Happy\0003_000714.wav,3.0
Happy\0003_000715.wav,happy,esd,ESD/ESV\Happy\0003_000715.wav,3.0
Happy\0003_000716.wav,happy,esd,ESD/ESV\Happy\0003_000716.wav,3.0
Happy\0003_000717.wav,happy,esd,ESD/ESV\Happy\0003_000717.wav,3.0
Happy\0003_000718.wav,happy,esd,ESD/ESV\Happy\0003_000718.wav,3.0
Happy\0003_000719.wav,happy,esd,ESD/ESV\Happy\0003_000719.wav,3.0
Happy\0003_000720.wav,happy,esd,ESD/ESV\Happy\0003_000720.wav,3.0
Happy\0003_000721.wav,happy,esd,ESD/ESV\Happy\0003_000721.wav,3.0
Happy\0003_000722.wav,happy,esd,ESD/ESV\Happy\0003_000722.wav,3.0
Happy\0003_000723.wav,happy,esd,ESD/ESV\Happy\0003_000723.wav,3.0
Happy\0003_000724.wav,happy,esd,ESD/ESV\Happy\0003_000724.wav,3.0
Happy\0003_000725.wav,happy,esd,ESD/ESV\Happy\0003_000725.wav,3.0
Happy\0003_000726.wav,happy,esd,ESD/ESV\Happy\0003_000726.wav,3.0
Happy\0003_000727.wav,happy,esd,ESD/ESV\Happy\0003_000727.wav,3.0
Happy\0003_000728.wav,happy,esd,ESD/ESV\Happy\0003_000728.wav,3.0
Happy\0003_000729.wav,happy,esd,ESD/ESV\Happy\0003_000729.wav,3.0
Happy\0003_000730.wav,happy,esd,ESD/ESV\Happy\0003_000730.wav,3.0
Happy\0003_000731.wav,happy,esd,ESD/ESV\Happy\0003_000731.wav,3.0
Happy\0003_000732.wav,happy,esd,ESD/ESV\Happy\0003_000732.wav,3.0
Happy\0003_000733.wav,happy,esd,ESD/ESV\Happy\0003_000733.wav,3.0
Happy\0003_000734.wav,happy,esd,ESD/ESV\Happy\0003_000734.wav,3.0
Happy\0003_000735.wav,happy,esd,ESD/ESV\Happy\0003_000735.wav,3.0
Happy\0003_000736.wav,happy,esd,ESD/ESV\Happy\0003_000736.wav,3.0
Happy\0003_000737.wav,happy,esd,ESD/ESV\Happy\0003_000737.wav,3.0
Happy\0003_000738.wav,happy,esd,ESD/ESV\Happy\0003_000738.wav,3.0
Happy\0003_000739.wav,happy,esd,ESD/ESV\Happy\0003_000739.wav,3.0
Happy\0003_000740.wav,happy,esd,ESD/ESV\Happy\0003_000740.wav,3.0
Happy\0003_000741.wav,happy,esd,ESD/ESV\Happy\0003_000741.wav,3.0
Happy\0003_000742.wav,happy,esd,ESD/ESV\Happy\0003_000742.wav,3.0
Happy\0003_000743.wav,happy,esd,ESD/ESV\Happy\0003_000743.wav,3.0
Happy\0003_000744.wav,happy,esd,ESD/ESV\Happy\0003_000744.wav,3.0
Happy\0003_000745.wav,happy,esd,ESD/ESV\Happy\0003_000745.wav,3.0
Happy\0003_000746.wav,happy,esd,ESD/ESV\Happy\0003_000746.wav,3.0
Happy\0003_000747.wav,happy,esd,ESD/ESV\Happy\0003_000747.wav,3.0
Happy\0003_000748.wav,happy,esd,ESD/ESV\Happy\0003_000748.wav,3.0
Happy\0003_000749.wav,happy,esd,ESD/ESV\Happy\0003_000749.wav,3.0
Happy\0003_000750.wav,happy,esd,ESD/ESV\Happy\0003_000750.wav,3.0
Happy\0003_000751.wav,happy,esd,ESD/ESV\Happy\0003_000751.wav,3.0
Happy\0003_000752.wav,happy,esd,ESD/ESV\Happy\0003_000752.wav,3.0
Happy\0003_000753.wav,happy,esd,ESD/ESV\Happy\0003_000753.wav,3.0
Happy\0003_000754.wav,happy,esd,ESD/ESV\Happy\0003_000754.wav,3.0
Happy\0003_000755.wav,happy,esd,ESD/ESV\Happy\0003_000755.wav,3.0
Happy\0003_000756.wav,happy,esd,ESD/ESV\Happy\0003_000756.wav,3.0
Happy\0003_000757.wav,happy,esd,ESD/ESV\Happy\0003_000757.wav,3.0
Happy\0003_000758.wav,happy,esd,ESD/ESV\Happy\0003_000758.wav,3.0
Happy\0003_000759.wav,happy,esd,ESD/ESV\Happy\0003_000759.wav,3.0
Happy\0003_000760.wav,happy,esd,ESD/ESV\Happy\0003_000760.wav,3.0
Happy\0003_000761.wav,happy,esd,ESD/ESV\Happy\0003_000761.wav,3.0
Happy\0003_000762.wav,happy,esd,ESD/ESV\Happy\0003_000762.wav,3.0
Happy\0003_000763.wav,happy,esd,ESD/ESV\Happy\0003_000763.wav,3.0
Happy\0003_000764.wav,happy,esd,ESD/ESV\Happy\0003_000764.wav,3.0
Happy\0003_000765.wav,happy,esd,ESD/ESV\Happy\0003_000765.wav,3.0
Happy\0003_000766.wav,happy,esd,ESD/ESV\Happy\0003_000766.wav,3.0
Happy\0003_000767.wav,happy,esd,ESD/ESV\Happy\0003_000767.wav,3.0
Happy\0003_000768.wav,happy,esd,ESD/ESV\Happy\0003_000768.wav,3.0
Happy\0003_000769.wav,happy,esd,ESD/ESV\Happy\0003_000769.wav,3.0
Happy\0003_000770.wav,happy,esd,ESD/ESV\Happy\0003_000770.wav,3.0
Happy\0003_000771.wav,happy,esd,ESD/ESV\Happy\0003_000771.wav,3.0
Happy\0003_000772.wav,happy,esd,ESD/ESV\Happy\0003_000772.wav,3.0
Happy\0003_000773.wav,happy,esd,ESD/ESV\Happy\0003_000773.wav,3.0
Happy\0003_000774.wav,happy,esd,ESD/ESV\Happy\0003_000774.wav,3.0
Happy\0003_000775.wav,happy,esd,ESD/ESV\Happy\0003_000775.wav,3.0
Happy\0003_000776.wav,happy,esd,ESD/ESV\Happy\0003_000776.wav,3.0
Happy\0003_000777.wav,happy,esd,ESD/ESV\Happy\0003_000777.wav,3.0
Happy\0003_000778.wav,happy,esd,ESD/ESV\Happy\0003_000778.wav,3.0
Happy\0003_000779.wav,happy,esd,ESD/ESV\Happy\0003_000779.wav,3.0
Happy\0003_000780.wav,happy,esd,ESD/ESV\Happy\0003_000780.wav,3.0
Happy\0003_000781.wav,happy,esd,ESD/ESV\Happy\0003_000781.wav,3.0
Happy\0003_000782.wav,happy,esd,ESD/ESV\Happy\0003_000782.wav,3.0
Happy\0003_000783.wav,happy,esd,ESD/ESV\Happy\0003_000783.wav,3.0
Happy\0003_000784.wav,happy,esd,ESD/ESV\Happy\0003_000784.wav,3.0
Happy\0003_000785.wav,happy,esd,ESD/ESV\Happy\0003_000785.wav,3.0
Happy\0003_000786.wav,happy,esd,ESD/ESV\Happy\0003_000786.wav,3.0
Happy\0003_000787.wav,happy,esd,ESD/ESV\Happy\0003_000787.wav,3.0
Happy\0003_000788.wav,happy,esd,ESD/ESV\Happy\0003_000788.wav,3.0
Happy\0003_000789.wav,happy,esd,ESD/ESV\Happy\0003_000789.wav,3.0
Happy\0003_000790.wav,happy,esd,ESD/ESV\Happy\0003_000790.wav,3.0
Happy\0003_000791.wav,happy,esd,ESD/ESV\Happy\0003_000791.wav,3.0
Happy\0003_000792.wav,happy,esd,ESD/ESV\Happy\0003_000792.wav,3.0
Happy\0003_000793.wav,happy,esd,ESD/ESV\Happy\0003_000793.wav,3.0
Happy\0003_000794.wav,happy,esd,ESD/ESV\Happy\0003_000794.wav,3.0
Happy\0003_000795.wav,happy,esd,ESD/ESV\Happy\0003_000795.wav,3.0
Happy\0003_000796.wav,happy,esd,ESD/ESV\Happy\0003_000796.wav,3.0
Happy\0003_000797.wav,happy,esd,ESD/ESV\Happy\0003_000797.wav,3.0
Happy\0003_000798.wav,happy,esd,ESD/ESV\Happy\0003_000798.wav,3.0
Happy\0003_000799.wav,happy,esd,ESD/ESV\Happy\0003_000799.wav,3.0
Happy\0003_000800.wav,happy,esd,ESD/ESV\Happy\0003_000800.wav,3.0
Happy\0003_000801.wav,happy,esd,ESD/ESV\Happy\0003_000801.wav,3.0
Happy\0003_000802.wav,happy,esd,ESD/ESV\Happy\0003_000802.wav,3.0
Happy\0003_000803.wav,happy,esd,ESD/ESV\Happy\0003_000803.wav,3.0
Happy\0003_000804.wav,happy,esd,ESD/ESV\Happy\0003_000804.wav,3.0
Happy\0003_000805.wav,happy,esd,ESD/ESV\Happy\0003_000805.wav,3.0
Happy\0003_000806.wav,happy,esd,ESD/ESV\Happy\0003_000806.wav,3.0
Happy\0003_000807.wav,happy,esd,ESD/ESV\Happy\0003_000807.wav,3.0
Happy\0003_000808.wav,happy,esd,ESD/ESV\Happy\0003_000808.wav,3.0
Happy\0003_000809.wav,happy,esd,ESD/ESV\Happy\0003_000809.wav,3.0
Happy\0003_000810.wav,happy,esd,ESD/ESV\Happy\0003_000810.wav,3.0
Happy\0003_000811.wav,happy,esd,ESD/ESV\Happy\0003_000811.wav,3.0
Happy\0003_000812.wav,happy,esd,ESD/ESV\Happy\0003_000812.wav,3.0
Happy\0003_000813.wav,happy,esd,ESD/ESV\Happy\0003_000813.wav,3.0
Happy\0003_000814.wav,happy,esd,ESD/ESV\Happy\0003_000814.wav,3.0
Happy\0003_000815.wav,happy,esd,ESD/ESV\Happy\0003_000815.wav,3.0
Happy\0003_000816.wav,happy,esd,ESD/ESV\Happy\0003_000816.wav,3.0
Happy\0003_000817.wav,happy,esd,ESD/ESV\Happy\0003_000817.wav,3.0
Happy\0003_000818.wav,happy,esd,ESD/ESV\Happy\0003_000818.wav,3.0
Happy\0003_000819.wav,happy,esd,ESD/ESV\Happy\0003_000819.wav,3.0
Happy\0003_000820.wav,happy,esd,ESD/ESV\Happy\0003_000820.wav,3.0
Happy\0003_000821.wav,happy,esd,ESD/ESV\Happy\0003_000821.wav,3.0
Happy\0003_000822.wav,happy,esd,ESD/ESV\Happy\0003_000822.wav,3.0
Happy\0003_000823.wav,happy,esd,ESD/ESV\Happy\0003_000823.wav,3.0
Happy\0003_000824.wav,happy,esd,ESD/ESV\Happy\0003_000824.wav,3.0
Happy\0003_000825.wav,happy,esd,ESD/ESV\Happy\0003_000825.wav,3.0
Happy\0003_000826.wav,happy,esd,ESD/ESV\Happy\0003_000826.wav,3.0
Happy\0003_000827.wav,happy,esd,ESD/ESV\Happy\0003_000827.wav,3.0
Happy\0003_000828.wav,happy,esd,ESD/ESV\Happy\0003_000828.wav,3.0
Happy\0003_000829.wav,happy,esd,ESD/ESV\Happy\0003_000829.wav,3.0
Happy\0003_000830.wav,happy,esd,ESD/ESV\Happy\0003_000830.wav,3.0
Happy\0003_000831.wav,happy,esd,ESD/ESV\Happy\0003_000831.wav,3.0
Happy\0003_000832.wav,happy,esd,ESD/ESV\Happy\0003_000832.wav,3.0
Happy\0003_000833.wav,happy,esd,ESD/ESV\Happy\0003_000833.wav,3.0
Happy\0003_000834.wav,happy,esd,ESD/ESV\Happy\0003_000834.wav,3.0
Happy\0003_000835.wav,happy,esd,ESD/ESV\Happy\0003_000835.wav,3.0
Happy\0003_000836.wav,happy,esd,ESD/ESV\Happy\0003_000836.wav,3.0
Happy\0003_000837.wav,happy,esd,ESD/ESV\Happy\0003_000837.wav,3.0
Happy\0003_000838.wav,happy,esd,ESD/ESV\Happy\0003_000838.wav,3.0
Happy\0003_000839.wav,happy,esd,ESD/ESV\Happy\0003_000839.wav,3.0
Happy\0003_000840.wav,happy,esd,ESD/ESV\Happy\0003_000840.wav,3.0
Happy\0003_000841.wav,happy,esd,ESD/ESV\Happy\0003_000841.wav,3.0
Happy\0003_000842.wav,happy,esd,ESD/ESV\Happy\0003_000842.wav,3.0
Happy\0003_000843.wav,happy,esd,ESD/ESV\Happy\0003_000843.wav,3.0
Happy\0003_000844.wav,happy,esd,ESD/ESV\Happy\0003_000844.wav,3.0
Happy\0003_000845.wav,happy,esd,ESD/ESV\Happy\0003_000845.wav,3.0
Happy\0003_000846.wav,happy,esd,ESD/ESV\Happy\0003_000846.wav,3.0
Happy\0003_000847.wav,happy,esd,ESD/ESV\Happy\0003_000847.wav,3.0
Happy\0003_000848.wav,happy,esd,ESD/ESV\Happy\0003_000848.wav,3.0
Happy\0003_000849.wav,happy,esd,ESD/ESV\Happy\0003_000849.wav,3.0
Happy\0003_000850.wav,happy,esd,ESD/ESV\Happy\0003_000850.wav,3.0
Happy\0003_000851.wav,happy,esd,ESD/ESV\Happy\0003_000851.wav,3.0
Happy\0003_000852.wav,happy,esd,ESD/ESV\Happy\0003_000852.wav,3.0
Happy\0003_000853.wav,happy,esd,ESD/ESV\Happy\0003_000853.wav,3.0
Happy\0003_000854.wav,happy,esd,ESD/ESV\Happy\0003_000854.wav,3.0
Happy\0003_000855.wav,happy,esd,ESD/ESV\Happy\0003_000855.wav,3.0
Happy\0003_000856.wav,happy,esd,ESD/ESV\Happy\0003_000856.wav,3.0
Happy\0003_000857.wav,happy,esd,ESD/ESV\Happy\0003_000857.wav,3.0
Happy\0003_000858.wav,happy,esd,ESD/ESV\Happy\0003_000858.wav,3.0
Happy\0003_000859.wav,happy,esd,ESD/ESV\Happy\0003_000859.wav,3.0
Happy\0003_000860.wav,happy,esd,ESD/ESV\Happy\0003_000860.wav,3.0
Happy\0003_000861.wav,happy,esd,ESD/ESV\Happy\0003_000861.wav,3.0
Happy\0003_000862.wav,happy,esd,ESD/ESV\Happy\0003_000862.wav,3.0
Happy\0003_000863.wav,happy,esd,ESD/ESV\Happy\0003_000863.wav,3.0
Happy\0003_000864.wav,happy,esd,ESD/ESV\Happy\0003_000864.wav,3.0
Happy\0003_000865.wav,happy,esd,ESD/ESV\Happy\0003_000865.wav,3.0
Happy\0003_000866.wav,happy,esd,ESD/ESV\Happy\0003_000866.wav,3.0
Happy\0003_000867.wav,happy,esd,ESD/ESV\Happy\0003_000867.wav,3.0
Happy\0003_000868.wav,happy,esd,ESD/ESV\Happy\0003_000868.wav,3.0
Happy\0003_000869.wav,happy,esd,ESD/ESV\Happy\0003_000869.wav,3.0
Happy\0003_000870.wav,happy,esd,ESD/ESV\Happy\0003_000870.wav,3.0
Happy\0003_000871.wav,happy,esd,ESD/ESV\Happy\0003_000871.wav,3.0
Happy\0003_000872.wav,happy,esd,ESD/ESV\Happy\0003_000872.wav,3.0
Happy\0003_000873.wav,happy,esd,ESD/ESV\Happy\0003_000873.wav,3.0
Happy\0003_000874.wav,happy,esd,ESD/ESV\Happy\0003_000874.wav,3.0
Happy\0003_000875.wav,happy,esd,ESD/ESV\Happy\0003_000875.wav,3.0
Happy\0003_000876.wav,happy,esd,ESD/ESV\Happy\0003_000876.wav,3.0
Happy\0003_000877.wav,happy,esd,ESD/ESV\Happy\0003_000877.wav,3.0
Happy\0003_000878.wav,happy,esd,ESD/ESV\Happy\0003_000878.wav,3.0
Happy\0003_000879.wav,happy,esd,ESD/ESV\Happy\0003_000879.wav,3.0
Happy\0003_000880.wav,happy,esd,ESD/ESV\Happy\0003_000880.wav,3.0
Happy\0003_000881.wav,happy,esd,ESD/ESV\Happy\0003_000881.wav,3.0
Happy\0003_000882.wav,happy,esd,ESD/ESV\Happy\0003_000882.wav,3.0
Happy\0003_000883.wav,happy,esd,ESD/ESV\Happy\0003_000883.wav,3.0
Happy\0003_000884.wav,happy,esd,ESD/ESV\Happy\0003_000884.wav,3.0
Happy\0003_000885.wav,happy,esd,ESD/ESV\Happy\0003_000885.wav,3.0
Happy\0003_000886.wav,happy,esd,ESD/ESV\Happy\0003_000886.wav,3.0
Happy\0003_000887.wav,happy,esd,ESD/ESV\Happy\0003_000887.wav,3.0
Happy\0003_000888.wav,happy,esd,ESD/ESV\Happy\0003_000888.wav,3.0
Happy\0003_000889.wav,happy,esd,ESD/ESV\Happy\0003_000889.wav,3.0
Happy\0003_000890.wav,happy,esd,ESD/ESV\Happy\0003_000890.wav,3.0
Happy\0003_000891.wav,happy,esd,ESD/ESV\Happy\0003_000891.wav,3.0
Happy\0003_000892.wav,happy,esd,ESD/ESV\Happy\0003_000892.wav,3.0
Happy\0003_000893.wav,happy,esd,ESD/ESV\Happy\0003_000893.wav,3.0
Happy\0003_000894.wav,happy,esd,ESD/ESV\Happy\0003_000894.wav,3.0
Happy\0003_000895.wav,happy,esd,ESD/ESV\Happy\0003_000895.wav,3.0
Happy\0003_000896.wav,happy,esd,ESD/ESV\Happy\0003_000896.wav,3.0
Happy\0003_000897.wav,happy,esd,ESD/ESV\Happy\0003_000897.wav,3.0
Happy\0003_000898.wav,happy,esd,ESD/ESV\Happy\0003_000898.wav,3.0
Happy\0003_000899.wav,happy,esd,ESD/ESV\Happy\0003_000899.wav,3.0
Happy\0003_000900.wav,happy,esd,ESD/ESV\Happy\0003_000900.wav,3.0
Happy\0003_000901.wav,happy,esd,ESD/ESV\Happy\0003_000901.wav,3.0
Happy\0003_000902.wav,happy,esd,ESD/ESV\Happy\0003_000902.wav,3.0
Happy\0003_000903.wav,happy,esd,ESD/ESV\Happy\0003_000903.wav,3.0
Happy\0003_000904.wav,happy,esd,ESD/ESV\Happy\0003_000904.wav,3.0
Happy\0003_000905.wav,happy,esd,ESD/ESV\Happy\0003_000905.wav,3.0
Happy\0003_000906.wav,happy,esd,ESD/ESV\Happy\0003_000906.wav,3.0
Happy\0003_000907.wav,happy,esd,ESD/ESV\Happy\0003_000907.wav,3.0
Happy\0003_000908.wav,happy,esd,ESD/ESV\Happy\0003_000908.wav,3.0
Happy\0003_000909.wav,happy,esd,ESD/ESV\Happy\0003_000909.wav,3.0
Happy\0003_000910.wav,happy,esd,ESD/ESV\Happy\0003_000910.wav,3.0
Happy\0003_000911.wav,happy,esd,ESD/ESV\Happy\0003_000911.wav,3.0
Happy\0003_000912.wav,happy,esd,ESD/ESV\Happy\0003_000912.wav,3.0
Happy\0003_000913.wav,happy,esd,ESD/ESV\Happy\0003_000913.wav,3.0
Happy\0003_000914.wav,happy,esd,ESD/ESV\Happy\0003_000914.wav,3.0
Happy\0003_000915.wav,happy,esd,ESD/ESV\Happy\0003_000915.wav,3.0
Happy\0003_000916.wav,happy,esd,ESD/ESV\Happy\0003_000916.wav,3.0
Happy\0003_000917.wav,happy,esd,ESD/ESV\Happy\0003_000917.wav,3.0
Happy\0003_000918.wav,happy,esd,ESD/ESV\Happy\0003_000918.wav,3.0
Happy\0003_000919.wav,happy,esd,ESD/ESV\Happy\0003_000919.wav,3.0
Happy\0003_000920.wav,happy,esd,ESD/ESV\Happy\0003_000920.wav,3.0
Happy\0003_000921.wav,happy,esd,ESD/ESV\Happy\0003_000921.wav,3.0
Happy\0003_000922.wav,happy,esd,ESD/ESV\Happy\0003_000922.wav,3.0
Happy\0003_000923.wav,happy,esd,ESD/ESV\Happy\0003_000923.wav,3.0
Happy\0003_000924.wav,happy,esd,ESD/ESV\Happy\0003_000924.wav,3.0
Happy\0003_000925.wav,happy,esd,ESD/ESV\Happy\0003_000925.wav,3.0
Happy\0003_000926.wav,happy,esd,ESD/ESV\Happy\0003_000926.wav,3.0
Happy\0003_000927.wav,happy,esd,ESD/ESV\Happy\0003_000927.wav,3.0
Happy\0003_000928.wav,happy,esd,ESD/ESV\Happy\0003_000928.wav,3.0
Happy\0003_000929.wav,happy,esd,ESD/ESV\Happy\0003_000929.wav,3.0
Happy\0003_000930.wav,happy,esd,ESD/ESV\Happy\0003_000930.wav,3.0
Happy\0003_000931.wav,happy,esd,ESD/ESV\Happy\0003_000931.wav,3.0
Happy\0003_000932.wav,happy,esd,ESD/ESV\Happy\0003_000932.wav,3.0
Happy\0003_000933.wav,happy,esd,ESD/ESV\Happy\0003_000933.wav,3.0
Happy\0003_000934.wav,happy,esd,ESD/ESV\Happy\0003_000934.wav,3.0
Happy\0003_000935.wav,happy,esd,ESD/ESV\Happy\0003_000935.wav,3.0
Happy\0003_000936.wav,happy,esd,ESD/ESV\Happy\0003_000936.wav,3.0
Happy\0003_000937.wav,happy,esd,ESD/ESV\Happy\0003_000937.wav,3.0
Happy\0003_000938.wav,happy,esd,ESD/ESV\Happy\0003_000938.wav,3.0
Happy\0003_000939.wav,happy,esd,ESD/ESV\Happy\0003_000939.wav,3.0
Happy\0003_000940.wav,happy,esd,ESD/ESV\Happy\0003_000940.wav,3.0
Happy\0003_000941.wav,happy,esd,ESD/ESV\Happy\0003_000941.wav,3.0
Happy\0003_000942.wav,happy,esd,ESD/ESV\Happy\0003_000942.wav,3.0
Happy\0003_000943.wav,happy,esd,ESD/ESV\Happy\0003_000943.wav,3.0
Happy\0003_000944.wav,happy,esd,ESD/ESV\Happy\0003_000944.wav,3.0
Happy\0003_000945.wav,happy,esd,ESD/ESV\Happy\0003_000945.wav,3.0
Happy\0003_000946.wav,happy,esd,ESD/ESV\Happy\0003_000946.wav,3.0
Happy\0003_000947.wav,happy,esd,ESD/ESV\Happy\0003_000947.wav,3.0
Happy\0003_000948.wav,happy,esd,ESD/ESV\Happy\0003_000948.wav,3.0
Happy\0003_000949.wav,happy,esd,ESD/ESV\Happy\0003_000949.wav,3.0
Happy\0003_000950.wav,happy,esd,ESD/ESV\Happy\0003_000950.wav,3.0
Happy\0003_000951.wav,happy,esd,ESD/ESV\Happy\0003_000951.wav,3.0
